Date,ACN,ADBE,ADM,AFL,AMAT,AMP,APD,AVB,AXP,BA,BBY,BDX,BK,BKNG,BLK,BMY,BRO,CBRE,CF,CFG,CHRW,CINF,CL,COR,CSCO,CZR,DGX,DOV,DUK,DVN,ECL,EFX,EG,ENPH,EOG,EW,EXPE,FCX,FE,FICO,FITB,FMC,FRT,GL,GM,GPN,HES,HIG,HON,HPQ,ICE,IP,IQV,JBHT,JCI,JNPR,JPM,KMX,LH,LKQ,LLY,MAA,MCD,MDT,MSCI,NDSN,NOW,NXPI,ON,ORLY,PAYC,PCAR,PKG,RSG,SNA,SNPS,STZ,TEL,TER,TFC,TROW,TSCO,TSLA,TXT,UAL,UNP,VLO,VRSK,WBA,WBD,WDC,WM,WRB,WST,WYNN,YUM,ZION
2015-03-30,0.00510936293998232,0.003955816739668494,0.020663259943289658,0.010228091006446949,-0.0026277131936119913,0.015265300261495529,0.012241876645387784,0.011658285688043835,0.0010263100074454634,0.02586495299102687,0.007016359072501199,0.007261899184502596,0.013584992659011252,0.012896533094983065,0.0178911418667822,0.007661595995106296,0.014956825644848681,0.013359296915095964,0.008037440270927121,-0.006535797203171989,0.0023279809733913748,0.013224999364494838,0.007854328160714852,0.0026504200612713635,0.019167127993971356,-0.015624985448084439,0.01928608900805684,0.010752761948831902,0.012000173993576002,0.02637351812579336,0.004814185700941387,0.01478762137676437,0.016704880686946533,0.009931253852217603,0.01744689060013971,0.003201526091302531,0.005443921450487554,0.030850984865521403,0.0251154409103318,0.024092016446029207,0.00793262114476967,0.01367936539612491,0.02196893393104027,0.01006038569595602,0.009917113830818058,0.018894941371364382,0.017663621552175268,0.010011903420952928,0.01893982906954461,0.002540131207456886,0.01293242694029817,0.014517242960147003,0.011002049364653876,0.006368317062962925,0.015657644265016923,0.010766881486657942,0.023677647801659374,0.03793670245431069,0.0010223809376115334,0.008881749292014351,0.003941386528813373,0.014857463138304938,0.009488616598791522,0.013440335642501688,0.022490968574357284,0.014208285855567215,0.012361427368593025,0.025120181082934456,0.027966094777283512,0.0183827255943132,0.007851737232074996,0.020588693252558077,0.013626399709498083,0.011030610772849947,0.016035163286894694,0.01375840228918479,0.021401117494575628,0.0168699974556199,0.019200313774567324,0.014549007906105249,0.006526363224193865,0.004757447925792135,0.030108169094502424,0.01991382536017028,0.006494500980166018,0.015215462870571628,0.03054779915945849,0.009648056432125074,0.008207384651840233,-0.00575632563289874,0.002156622492327509,0.011422766697829712,0.016894715239359037,0.022960953110941817,0.009583978534395854,0.014046957277987104,0.02195295209188841
2015-03-31,-0.007731397757568592,0.004619619216496451,-0.000422028608625058,-0.0029594495441357394,-0.00922305567914028,-0.001373517531181534,-0.016385174536492686,-0.010786284579696215,0.004241768002049229,-0.0171577878336574,-0.02477423330054329,-0.014075923473677143,-0.0012407559429098436,0.012454074869044263,-0.0061393271901519775,-0.019160618241748528,-0.0042102972910536,0.06316943825046528,-0.02508781406235039,-0.007812916586240393,0.00027331542926622987,-0.0065264164281086945,0.0007220405360168769,0.0015860022511000604,0.003279991206747823,-0.001984077801659545,-0.010811649531094591,-0.019574389420687677,0.011594303526700322,-0.006588781775429653,-0.0035717320546517772,-0.0035358082596494977,-0.014163952332131524,-0.0022693408501912593,-0.004883848513443589,-0.011655284635468721,-0.0006370236295952791,-0.022187898184096277,-0.012672356948159935,-0.0013506178240095812,-0.011017950835203516,-0.00951569895892912,-0.011083916162865304,-0.0029953332720975556,-0.004777427107903409,0.00010945698993958253,-0.010064065610299822,-0.012981017894670877,-0.005719533461800763,-0.012986339879179187,-0.007277353064971348,0.005071335198813198,-0.015147040872012907,0.0008202341840648497,-0.009204337822877107,0.002219380569681073,-0.006233776760274923,-0.0030337919787531975,-0.009349444322723888,0.022809157866522378,-0.016515239443841145,-0.007705202918425358,-0.0044951646442664694,-0.005483299254972485,0.006401792724282984,-0.0022922647643706107,-0.008308202943424936,-0.020208828352196617,-0.0016488423392396756,-0.014313060988970894,-0.0009348228359947752,-0.004885687329980626,-0.008370795351450466,0.005703251481832705,0.004714066009386286,-0.0021542110742259757,-0.00615743390434087,-0.001533603302937503,-0.013605648548324578,-0.0015364208720065609,-0.009297347542125745,-0.01755609318378526,-0.009445338842494988,-0.016418857880178717,-0.013785047774620196,-0.01616841174625494,-0.0021954574160415463,0.003372799744101984,-0.015234149271089348,-0.010614342942632193,-0.015362862568365498,0.0040735634580224556,-0.012704878371783468,0.008542483165016712,-0.012396075314108579,-0.008688991741708008,0.0
2015-04-01,-0.0013874668538339519,0.015282623966822673,0.0006327491496955773,-0.006873754714149416,-0.007535348924952889,-0.0029045290019552583,-0.00786593982210193,-0.007689951472460876,0.010368550308761382,-0.00959508336892656,-0.015347765467741192,-0.011420992385657858,-0.0007459850800650702,-0.01249843106385562,-0.00893842577949977,-0.008888161148362439,-0.0030203576222466166,0.0031000451929787953,0.0016215395958554257,0.009531879194279336,-0.016798715992084046,-0.00018776408582643622,-0.0036055160251685647,-0.014427897785919908,-0.010170686934224737,0.017892578925789326,-0.016525778229433685,0.0043400814671001875,0.0006508494615748983,0.021057960361277273,-0.007343871959032855,-0.00010773976184152989,-0.005172724138507112,-0.009097792977761032,-0.005126286894821308,-0.01235433304587874,0.0004249531249123084,0.0010558547605348245,-0.016257794246564816,0.019612124131026754,0.0037136104106918477,-0.0040172939680998,-0.005298739872299674,0.00109238297478087,-0.020266351969844276,0.0016358654289441166,0.019301673622268645,-0.0007168875988237122,-0.010257696904554359,0.004171764414027779,-0.01007435061841877,-0.010632681163500357,0.013438875757414204,-0.001873657195432088,0.00046470187453051537,-0.003542936756065651,-0.0038218456199865525,-0.008984244709311917,-0.0016654224351232427,-0.006259792812517095,-0.015416691297416518,0.0006469987441652947,-0.011802048284233146,-0.023720983331076417,-0.004403870464259163,-0.020678950408402175,-0.03973086191822239,-0.006077998803928564,-0.05119734955708477,-0.004347033007432888,-0.012476643352371752,-0.01963863628541218,-0.017905168328252397,-0.013067424878288936,0.001156229560273836,0.0,8.600800761682237e-05,-0.007539916559903603,-0.006366186999067769,-0.011028446360462074,0.007655756558515581,-0.004114515056012125,-0.0062510704017435526,0.010602407369528555,-0.04817840689620123,-0.008955988961524386,-0.0026722474967938448,0.0018204250880269335,-0.004960033755876059,0.0048764505011100745,0.014723654036020717,-0.010695392007619042,-0.0061374214563050256,-0.05514022792572415,-0.0027804809472060654,0.001524298658187151,-0.0025925378071242067
2015-04-02,0.006626611775979452,0.008125757464118033,-0.0016867398151334534,0.00015716062257720154,-0.005359371040474126,-0.002069583321656965,0.006329489473866801,0.010583526375402386,0.009755607862507842,0.004305795968588821,0.027143260467614505,-0.005072422316079961,0.008455983270173828,0.009429337204698074,0.010563388329078549,-0.0051920646708033535,0.003635837617725901,0.0015451340655299184,-0.013796220785593283,0.010673249465465773,-0.00916821178024696,0.0037544424040205637,0.003473723244950877,0.0032136547330474663,-0.0044037836195507385,0.02539064791926693,0.0029105129751407777,0.0037456092739380775,0.001822187270890785,0.015751896241867236,-0.0014973975506132886,0.005161969698634694,0.004621532662217875,0.02218821489092071,0.016334695671022192,-0.0006397141368446047,0.04045874081127154,0.0015813476718751218,0.0246444188468371,0.008622684163529959,0.003171119243565057,-0.0054367441866194355,0.013794618375184475,0.0023645072944544765,-0.006532313663365152,0.0009800697819919435,0.0002890634846204332,0.008135509246898653,0.0026150961242610293,0.003515276180416249,-0.008877366260737096,-0.004189316060622783,-0.02180644315662894,-0.012552447897737018,0.005803281436623786,0.0035555337874084714,0.00950807047359259,0.09270367047619521,-0.005322570655281744,0.007086608207083067,-0.004054153132386218,0.008406986947751882,-0.004777416343355045,0.009587452986913547,0.007699961923754328,0.006777788950970587,0.0062128382184147846,-0.0048121435805352775,0.018276766086178675,0.0013005052267907047,-0.005053698605710033,-0.011308707491230474,-0.007162167823280496,0.002248189315976923,0.003871464282250381,0.0030224393473836653,0.01316454534270406,-0.0057680692246642185,0.0069407362658746585,0.01037332275911651,0.0044120517343839705,0.010742668194713145,0.018177920738268627,0.0031251283336111157,-0.0332760661932493,-0.001956290324121479,-0.057525497691311656,0.01034549180341382,0.02029469925144123,0.04011652166250701,0.007038223346052641,0.004660011178897916,0.001792887523033082,-0.0036912472985070055,0.03082949948931968,0.012049458545931868,0.006684026884499206
2015-04-06,0.016033245091230608,0.00726748215565487,0.020697218702101727,0.006133899995101055,-0.004939683411504636,-0.005837704817880263,0.006952121773403208,0.006123749644357135,-0.0008781769134010853,0.011053316070318786,-0.0002616786778132374,0.0016285602017860334,-0.001479406574803277,0.021173063320795604,0.0015828923446112864,-0.0036375658586654813,0.003017968195909937,0.0007713751547360204,0.00392557997522891,0.005280575155452993,-0.0007006445155712804,0.009164308645261743,0.008942586182786538,0.0013345265777824356,0.003317196441852799,0.017142886207217156,0.00928157052474976,0.0245407156066888,0.016499988624070427,0.013748925438240578,0.011202495651713829,0.0036374438588158142,0.016273802524524816,-0.030688612121871905,0.023298358563072163,-0.00540503629578315,0.006123745138885361,0.007894799642625516,0.012450481259268509,0.008658427396698976,0.0,0.008111535717271634,0.005052695770519922,0.0010888394182118066,0.004383553954729669,0.007288959787032923,0.048121369287473126,0.0047473600659104775,0.009467611874870885,0.013694515511263772,0.0020098545134770163,-0.00658490466381445,0.0010543710719650434,0.0071283251480267484,-0.0032312533658889198,0.005314405134098532,-0.0008263099899701309,-0.010437660560054463,0.004951591167578373,0.010555112364714292,0.0009826579749960818,0.010644974557749931,0.004696034987283104,0.006374157594942309,0.009916738459869734,0.019937778082343538,0.027850696803642716,0.00695065195845479,-0.013675200856448466,0.0028759398456326135,0.014920579585764093,0.013889051226945393,0.013116538569050151,0.011465875344422116,0.014005366186839785,0.008824792412644111,0.013843119561154804,0.006933818237826017,0.0015906762297834831,0.0061603453240619555,0.0019520361098741557,0.0072412948425053525,0.06335084074758979,0.02581200981465126,-0.028442180120409555,-0.007000519975061903,-0.004514979344421022,-0.0029055458339087847,0.023728683387580052,0.017418274712770465,0.0020432036594066894,0.01205930953876333,0.006362776292564654,-0.011291564113751762,0.0102008754643923,-0.0007518510236833587,-0.007746312454789073
2015-04-07,0.007315279243579553,-0.007608576748172613,-0.003517849260814443,-0.002813765742451513,-0.00767136625541287,-0.009812010847706332,-0.005983476737444815,-0.018315716367802493,-0.01632555134504121,0.009209614981871228,-0.003925492770891381,-0.005302001518944444,0.00197531001618767,-2.5340964740827587e-05,0.004469083952229003,0.0,-0.003912173041464295,-0.014645419363843337,-0.0002487562836783752,0.00606074595823447,0.001823779855445462,-0.01111929719949667,-0.0034308829660701923,0.0012438929596680914,0.006245533212193566,0.10674151283459854,-0.008801758528586667,-0.00028007103967231384,-0.007540896435673461,-0.0012616462907035775,-0.0006109296273577591,-0.01257854616854115,-0.003338209897227995,0.024710475151481504,-0.0063244795137000764,-0.007865532366323258,-0.0011159495931202246,-0.00887735465858941,0.0008387632954443003,-0.004455078409114299,0.011064392852383254,0.0015740275623319366,-0.020643569047234855,-0.0019939603359241387,-0.025368490098572005,-0.0038879313393254122,-0.0024818358806601992,-0.007323694492408661,-0.003445205211442981,-0.012880939625030563,0.0020932981448169574,-0.006260524593148298,-0.003912159792539227,-0.000943450138061519,-0.009029417191424138,0.03171818039516072,0.006284019372271299,-0.007166988521552287,-0.01009294064780275,-0.0069633205098468265,0.005469033547667257,-0.016624393413049665,0.0007265927030035702,-0.002326468226754419,-0.013522164154583072,-0.004442629296210754,0.0029397157874937463,0.004201852470371081,0.0,-0.00032373758750070536,0.012199030657713994,0.0016109439936324854,-0.009192452886988778,-0.0029575461901397704,-0.01014229305962655,0.0029869723242770263,-0.009298306609290763,-0.003091522689140147,-0.0037056475579672066,-0.0020409639257036316,-0.013355143398555702,-0.009972319782572292,0.0007385693434276419,-0.007158244507146971,-0.009148357399069273,0.013723991963198845,-0.01579055128503848,-0.004718418640954902,-0.008294414193274258,0.006420027219515845,0.009872167773241847,0.0034830171181554626,-0.012448043870238013,-0.002676475241595311,-0.021725754681286902,-0.01806096745337138,0.011524093281473302
2015-04-08,-0.0026213414807683133,-0.0027759296792719823,0.0035302682122353435,0.007054446966969552,0.017735543034292256,0.004369580305727538,-0.0013888174134618625,0.007474582042841682,0.004595754820269526,0.006827531049392377,0.007881860747247948,0.004619573406432487,0.0029577023909608258,0.006135141226921048,0.0029568691315144946,0.008254130220152645,0.0009068332608779262,0.002086097372563822,0.013155501551380455,0.004015614949287594,-0.0026612211615884007,0.006746378036081024,0.00272560560273849,0.0049700867887003675,0.005841489386187337,0.028764819066515734,0.001855312608947557,0.001260789712829169,-0.004507431578283261,-0.004578922936395058,0.006720975187607614,0.0024830694915034535,0.017485819559105664,-0.02712890715395133,-0.002439973805085982,0.0019459492451436855,0.001828169036548477,-0.008429993366616206,-0.004467982939599491,0.012879439475958598,-0.004689720684535881,0.0008733094142177045,0.00437960580062513,0.009444287079248603,0.010635589209686325,0.06917461504830169,-0.0069112964930180265,0.009043597887560484,-0.0026889389413439213,0.003182475510751903,0.0030018959780111487,0.009634908026921352,0.01465258709092554,0.017357419698851517,0.004906078534049119,-0.0034159632815367047,0.0032870785665157776,0.008853194525872965,0.008349407522210806,0.010907812080329427,0.006275943107564075,0.008516894189672941,0.005189646448519714,-0.01023583891075397,0.00897535971256147,0.0028048712420529753,0.030202562512031905,0.01474391914514217,-0.0017330592855689941,0.009114890002298814,-0.002472337057657703,0.009815319637645148,0.023651125429768438,0.0007418011711648465,0.0008089115649638767,0.012125154857969722,0.007609858803527825,-0.002678657050812383,0.007970069640904187,-0.0033230433933063575,0.01973417262909183,0.002225619297285153,0.02174665976455148,0.0017477846363169736,0.016451226242350847,0.0026893238963998645,0.0005120145112766927,0.009481136960532544,0.0045832002370937985,-0.002430073536057731,-0.0021251812183054053,-0.0023748018345931543,0.003801600940894989,0.006083355585357442,0.010947709637182612,0.005392884676635568,0.002205367581233464
2015-04-09,0.0036795233602893163,0.01179744645872316,-0.008897018246835864,0.004514425805518307,0.005808602372561644,-0.026724652105794,0.007153355101847225,-0.02674291085516267,0.005973031480110524,0.00039130101992657096,0.009124165075656387,0.00813525031800344,0.0036866002143285392,-0.0052421891381840835,0.004922551670339281,-0.0009447172499736922,0.003621411241007566,0.005724725968151878,-0.000491003328025652,0.0016003677397735672,0.005897684235802725,-0.004281400283943082,0.0008582342052729786,0.0022959496144456804,0.0029038271472661137,0.009868411765204144,0.007805444927885485,0.0022389968745777367,-0.003751510227057553,0.030139231398651045,0.004508470789954311,0.0008615176381623346,0.0044080147763576605,0.0240124262804573,0.017758378365860805,0.0025175849393710426,-0.008413677100905348,-0.00212519555858548,0.001682726943078805,0.005064480377577896,0.005235193004023753,0.0008724598667149142,-0.02670986690836963,0.00629726422669763,0.004984743395012758,0.00020271285723771904,0.007376847032380285,0.0011792278797380096,0.0051996550816537646,0.0009520846436965602,0.0016925056600085586,0.0,0.00357310554870649,0.00336541827745096,0.010463048762613614,0.014138857291306817,0.006879500244826531,0.0005400420641574755,0.003742132131824283,-0.004624247845799734,0.00291098178033411,-0.02661524236042645,-0.0030977509368368406,0.009687274664526013,-0.017467198719352428,0.00038114808957723234,0.01113312180417636,0.0023561100576217076,0.004340211377930281,0.0019257136964314636,-0.00960341366235129,0.006851384273240724,-0.0007661815127016913,0.0056807146804036535,-0.00565755609312546,0.0014711999186711733,0.007468156994678621,0.002261819812607202,0.011597711766136554,0.002821282922431223,0.010296646844554447,0.005025049344187016,0.011653015949509848,-0.0008720725611578439,0.010074328951902078,0.015352038793810419,0.005117987738862295,0.00649186890678255,0.05634114048534489,0.011266715291278873,0.001171252396377609,0.00659216294630105,0.009368467780993761,-0.0032012841258185487,0.05685326438818228,0.007918332114875026,0.009901120308577704
2015-04-10,-0.008169799459167848,0.0026201617115750864,0.00125238917435877,-0.00015504033516589022,-0.00044444680555166816,-0.005986821211491855,-0.0008551775127979555,-0.005436368314130524,0.005431953439089199,0.006257237254464476,-0.003358121022437932,0.004911679406183422,0.0004895956048363015,0.00295109612141653,-0.005598157899885825,0.01859425796345371,-0.001202656272321967,-0.0036223337339834627,-0.0010188394420833635,0.002795335769909535,0.005862321950139027,0.000560809309904986,-0.005002749944971185,0.016299526614738102,0.01483920311903586,0.030944635399350773,0.0007874638872042983,-0.0309966024659879,0.010777715697236179,-0.0012318431977295097,0.0043153779836730966,0.005057025855553121,-0.0002778976030620717,0.0007563748113121882,0.009194669076612927,0.01657459606961087,0.014107511492149838,-0.025559415738795055,0.015122074038636857,-0.0008576727714169063,-0.0078123488212282766,0.01778228176181229,-0.0029404569063729014,-0.0012515421400384197,0.007715775598679864,0.010646065515080183,0.010223959040616792,0.0025912023115861604,0.00296964800080346,0.017749512629505748,0.004417491421811803,0.032850255369976544,0.0032635154926159426,0.014112625117620237,-0.00023044309001907237,0.0042246813830995045,0.0037416404143821858,-0.012413954410584793,0.0,0.0007741988608775952,0.02155862889675131,-0.005258440060057601,0.012946896829363785,0.010371994034400922,-0.0024693617690337843,0.0015255981147443975,0.007340328967478937,-0.007443745474916108,0.0008643240402426144,0.0068643601074147576,-0.0062558241951767846,0.0007914331301144273,0.006004448191582412,0.007367013350079166,0.004944534054607708,0.003147905695242814,0.01365988145003727,0.0012689710828599488,0.009379613713754287,-0.0015343236442435515,-0.005647923544432332,0.014883638021232715,0.0038555516327911654,0.006766844973928876,-0.0017985711351536926,0.014846287081955678,0.01374742087917702,-0.00013741526418242778,-0.006478433205012957,-0.00511888508376368,0.019889438207688626,0.003092668242255625,-0.00454188984766335,0.006244419254217037,-0.0044644866998871935,0.01393817950321341,-0.007625362233667832
2015-04-13,-0.012673162637968138,-0.006664081332357741,-0.0016680995964138967,-0.002325167093480851,-0.00755534874027064,0.016863478842046753,-0.00882031379641901,-0.0035050541857551964,-0.004020986385296466,-0.007384474734042579,-0.0062207200040778066,-0.00530681443454506,0.0022026191290061004,0.008617065994115158,0.000649726738574552,-0.01067450925509883,0.002107683464265264,0.0018178008977565163,-0.001792339548493449,0.013540360640032612,-0.023452317753459018,0.0005606758422775915,-0.004309851187816349,-0.011790280434945788,-0.002140075917017592,0.048973135310567795,-0.009706008407662114,0.007060139116389363,-0.007836301820620784,-0.004316808105974013,-0.007992275099850454,0.0009636229233387361,0.0030565041797319115,0.009070358532538014,-0.01967081780459856,0.01002262728341674,-0.004435253561397623,0.0005482627334756351,-0.015448503561382831,-0.007940672778160462,0.00839867687857665,0.005652732181101516,-0.00983002371346342,-0.0005369637222070178,-0.0046484712258937355,-0.01585081881818262,-0.005470414955235148,0.007048876955838113,-0.013562568788432428,0.01837438302720651,-0.004829292281087638,-0.01172741725407056,0.0035488023497136645,0.0006843461420904529,-0.006904152013459952,-0.00715215066769459,0.005996753604307292,-0.0024593564581431027,-0.0070596976350746354,-0.01083162722783193,-0.005411493544798529,-0.0014683992840800464,-0.0036809405026092534,0.0019249954749078757,-0.0046203295050057935,-0.006345409265748669,-0.019552988250694847,-0.010360976804402178,0.005181383420725938,-0.008181088159278427,-0.009442929237354125,-0.006957554723628689,-0.003174884382461496,-0.011944998464488932,-0.007414337274912808,-0.006903724301768777,-0.014626157407893636,-0.009858981139953649,-0.010841667348624684,0.00973333157525813,0.005186133046787056,0.0025207619117457725,-0.005310595640134919,-0.00867319086299645,-0.0006552156597416925,-0.026476113534605217,-0.03800459413465118,-0.004391959606010576,-0.003368622676524824,-0.00030272808575404486,-0.004067073166710289,-0.005440707305081949,-0.000793239998878148,0.003014033109137282,-0.017791484147335113,0.008747716388507243,0.01170875017563855
