Date,stock,q_price,q_log_return,peRatio,marketCap,priceToSalesRatio,ptbRatio,enterpriseValueOverEBITDA,netIncomePerShare,roe,returnOnTangibleAssets,freeCashFlowPerShare,operatingCashFlowPerShare,currentRatio,debtToEquity,capexToOperatingCashFlow,grahamNumber,incomeQuality
2009-03-31,ETN,17.095643997192383,-0.040599397966318396,-30.61223,6122446000.0,2.17648275862069,1.0094717230008246,80.67020634920635,-0.15051173991571343,-0.008244023083264633,-0.00597943075819182,0.17760385310054183,0.3220951234196267,1.5109215017064845,0.6903544929925803,-0.4485981308411215,7.863068076731486,-2.14
2009-06-30,ETN,12.516106605529783,-0.31180735074104504,64.19894827586207,7447078000.0,2.5670727335401584,1.1203667820069203,206.20141818181818,0.08687837028160575,0.004362870467880246,0.0034797216222702183,0.9376872378669863,1.0814859197124027,1.4635501797973194,0.608093876936964,-0.1329639889196676,6.239025562875172,12.448275862068966
2009-09-30,ETN,15.284942626953123,0.19985185847316167,12.24378238341969,9452200000.0,3.1215984147952445,1.3578796149978452,65.87474747474748,0.5778443113772455,0.027725901450940955,0.02264992371787349,1.2904191616766467,1.410179640718563,1.5227348157982077,0.543456399942537,-0.08492569002123142,16.461115555313896,2.4278350515463916
2009-12-31,ETN,18.72317314147949,0.20289376032248319,12.588317535545022,10624540000.0,3.3933375918236983,1.567734985981998,42.83968847352025,0.6317365269461078,0.031134720377748268,0.025101118248869854,1.2275449101796407,1.404191616766467,1.6824098177761249,0.5115832964438543,-0.1257995735607676,16.982622764410188,2.2122641509433962
2010-03-31,ETN,22.1035270690918,0.16597522957020727,20.418541935483873,12659496000.0,4.079760232033516,1.8942834056561426,74.53502803738317,0.4637941352483543,0.023193176717043244,0.018879415347137638,-0.5984440454817475,-0.48473967684021546,1.6173285198555956,0.5150381565165345,0.2345679012345679,14.445626879523797,-1.0384615384615385
2010-06-30,ETN,26.337867736816406,0.1752705498366649,12.114362831858406,10951384000.0,3.2419727649496743,1.6668773211567731,50.100296819787985,0.6752315506423663,0.03439878234398782,0.026282125828584718,1.2130265909769944,1.4012548550941142,1.6217478318879253,0.5290715372907153,-0.13432835820895522,17.269209217979974,2.0480349344978164
2010-09-30,ETN,22.508621215820312,-0.15710934054388526,12.895194029850748,13823648000.0,3.8710859703164378,1.9180863049812684,50.69655089820359,0.7995226730310262,0.03718606909948661,0.02908301682040152,0.9367541766109785,1.2529832935560858,1.6157561122849382,0.4861939780768697,-0.2523809523809524,19.66671875345584,1.5613382899628252
2010-12-31,ETN,28.98223876953125,0.252784785166563,15.191742857142856,17014752000.0,4.645031941031941,2.3111589242053787,42.31040336134454,0.8353221957040573,0.038033143167617495,0.029393239554902372,1.097852028639618,1.655727923627685,1.703062171357872,0.46970931812007605,-0.33693693693693694,20.31721476271283,1.96113074204947
2011-03-31,ETN,36.63772201538086,0.23439517966837853,16.424341463414635,18855144000.0,4.957965816460689,2.42260619298471,65.98550447761194,0.8438694501617171,0.03687524090967493,0.030325443786982247,-1.152602175830638,-0.8938547486033519,1.7088409871915027,0.4434022870358474,0.2894736842105263,20.84486518787445,-1.062937062937063
2011-06-30,ETN,39.766414642333984,0.08194433703429249,13.050078125,17539305000.0,4.288338630806846,2.1515339793915604,50.17733890214797,0.9856262833675564,0.04121687929342493,0.03347280334728033,0.639483719565855,1.0296274567321795,1.738759917719659,0.46209519136408245,-0.3789173789173789,23.028517585001804,1.0384615384615385
2011-09-30,ETN,37.6928939819336,-0.05355111469326701,8.220924657534246,12002550000.0,2.9111205432937184,1.5541305192282793,35.146371882086164,1.0795622596864833,0.0472614269066425,0.037233499948995205,1.416740609287193,1.898846495119787,1.5166666666666666,0.48879968923993267,-0.2538940809968847,23.555131762686038,1.7493188010899183
2011-12-31,ETN,24.63982963562012,-0.42510736364226975,10.16401450276243,14717493000.0,3.6492667989090006,1.970477038425492,35.711031558185404,1.0706891452233067,0.04846699692060517,0.035686119873817035,1.109139307897072,1.6533569949719018,1.6018696728072588,0.5051546391752577,-0.3291592128801431,23.06915055048815,1.548476454293629
2012-03-31,ETN,33.06049346923828,0.29397479425309436,13.434872990353696,16712982000.0,4.22045,2.1067669229799573,51.13481424936387,0.9272510435301133,0.039203327870918944,0.030502157708905454,-0.605247465712582,-0.29218843172331543,1.649929873772791,0.47270893735030883,1.0714285714285714,22.214018153549652,-0.31511254019292606
