Date,A,AAL,AAP,AAPL,ABBV,ABC,ABT,ACGL,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANSS,AON,AOS,APA,APD,APH,APTV,ARE,ATO,ATVI,AVB,AVGO,AVY,AWK,AXON,AXP,AZO,BA,BAC,BALL,BAX,BBWI,BBY,BDX,BEN,BG,BIIB,BIO,BK,BKNG,BKR,BLK,BMY,BR,BRO,BSX,BWA,BXP,C,CAG,CAH,CAT,CB,CBOE,CCI,CCL,CDNS,CDW,CE,CF,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COO,COP,COST,CPB,CPRT,CPT,CRL,CRM,CSCO,CSGP,CSX,CTAS,CTRA,CTSH,CVS,CVX,D,DAL,DD,DE,DFS,DG,DGX,DHI,DHR,DIS,DLR,DLTR,DOV,DPZ,DRI,DTE,DUK,DVA,DVN,DXC,DXCM,EA,EBAY,ECL,ED,EFX,EG,EIX,EL,ELV,EMN,EMR,ENPH,EOG,EPAM,EQIX,EQR,EQT,ES,ESS,ETN,ETR,EVRG,EW,EXC,EXPD,EXPE,EXR,F,FANG,FAST,FCX,FDS,FDX,FE,FFIV,FI,FICO,FIS,FITB,FLT,FMC,FRT,FSLR,FTNT,GD,GE,GEN,GILD,GIS,GL,GLW,GM,GNRC,GOOG,GOOGL,GPC,GPN,GRMN,GS,GWW,HAL,HAS,HBAN,HCA,HES,HIG,HII,HOLX,HON,HPQ,HRL,HSIC,HST,HSY,HUM,IBM,ICE,IDXX,IEX,IFF,ILMN,INCY,INTC,INTU,IP,IPG,IQV,IRM,ISRG,IT,ITW,IVZ,J,JBHT,JCI,JKHY,JNJ,JNPR,JPM,K,KDP,KEY,KIM,KLAC,KMB,KMI,KMX,KO,KR,L,LDOS,LEN,LH,LHX,LIN,LKQ,LLY,LMT,LNC,LNT,LOW,LRCX,LUV,LVS,LYB,LYV,MA,MAA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,META,MGM,MHK,MKC,MKTX,MLM,MMC,MMM,MNST,MO,MOH,MOS,MPC,MPWR,MRK,MRO,MS,MSCI,MSFT,MSI,MTB,MTCH,MTD,MU,NCLH,NDAQ,NDSN,NEE,NEM,NFLX,NI,NKE,NOC,NOW,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWL,NWS,NWSA,NXPI,O,ODFL,OKE,OMC,ON,ORCL,ORLY,OXY,PANW,PARA,PAYX,PCAR,PCG,PEAK,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKG,PLD,PM,PNC,PNR,PNW,PODD,POOL,PPG,PPL,PRU,PSA,PSX,PTC,PWR,PXD,QCOM,RCL,REG,REGN,RF,RHI,RJF,RL,RMD,ROK,ROL,ROP,ROST,RSG,RTX,RVTY,SBUX,SCHW,SEE,SHW,SJM,SLB,SNA,SNPS,SO,SPG,SPGI,SRE,STE,STLD,STT,STX,STZ,SWK,SWKS,SYK,SYY,T,TAP,TDG,TDY,TECH,TEL,TER,TFC,TFX,TGT,TJX,TMO,TMUS,TPR,TRGP,TRMB,TROW,TRV,TSCO,TSLA,TSN,TT,TTWO,TXN,TXT,TYL,UAL,UDR,UHS,ULTA,UNH,UNP,UPS,URI,USB,V,VFC,VLO,VMC,VRSK,VRSN,VRTX,VTR,VTRS,VZ,WAB,WAT,WBA,WBD,WDC,WEC,WELL,WFC,WHR,WM,WMB,WMT,WRB,WST,WTW,WY,WYNN,XEL,XOM,XRAY,XYL,YUM,ZBH,ZBRA,ZION,ZTS
2020-10-15,[0.8807977],[1.4586134],[0.74495249],[1.3361628],[0.61231735],[0.67262626],[0.94164404],[1.15883397],[0.89926505],[0.98846993],[1.1178441],[0.81011832],[0.92325249],[1.19812501],[0.53234246],[0.38674182],[0.65585741],[0.85759257],[1.53913901],[0.89778494],[0.59878358],[0.73135545],[1.8331413],[1.16245441],[1.33738955],[0.70745231],[1.28118682],[0.90923746],[1.06552533],[1.11539851],[0.77308545],[1.36760816],[0.80523904],[1.24559152],[1.20563832],[0.60331349],[1.08067538],[1.43461551],[0.99909649],[1.16794519],[1.33463724],[0.7451188],[0.28184026],[0.5959391],[0.84868327],[1.22674016],[1.18766031],[0.66107978],[0.5531587],[1.2750642],[0.63060339],[1.80261384],[1.12952217],[0.92164101],[0.59048296],[2.11810938],[0.8632596],[0.42758495],[1.25272922],[1.00829597],[1.02579949],[0.76583393],[1.0216774],[1.10883745],[1.28263284],[0.99259992],[0.74973175],[0.92466004],[0.83663615],[0.9485054],[1.10113231],[0.86197568],[0.99649781],[0.71187494],[0.83482755],[1.1039015],[0.90157289],[0.19873453],[0.86792465],[1.10358068],[1.1482474],[1.11064474],[1.26377272],[1.16455242],[0.50927854],[0.86142983],[0.763831],[0.99455327],[0.97038178],[0.61337047],[0.2800645],[1.47365866],[0.73942084],[0.52797596],[0.49818413],[1.00279667],[0.55062921],[1.11492641],[0.61582138],[1.58040162],[0.79984714],[1.4849462],[0.53933495],[0.64282402],[0.88166209],[0.6695888],[0.99311908],[0.91205575],[0.89805699],[1.28476538],[0.90209713],[1.16567145],[0.63677905],[1.06053336],[0.5403307],[1.17137175],[0.35137205],[1.40887292],[1.55643808],[0.83794072],[1.62955463],[0.71116082],[0.18057564],[1.08023388],[0.60831932],[0.67485069],[0.78979763],[0.60836227],[1.0447517],[-0.20129643],[0.91157445],[0.62047142],[0.52810901],[1.06162935],[2.30794164],[2.241047],[1.19853182],[0.72709064],[0.53960256],[1.1488571],[0.44429688],[1.03558696],[0.71884333],[0.53099126],[0.82066547],[0.93856297],[1.29249736],[1.19512433],[1.97803005],[1.6559224],[1.05337616],[0.85126335],[0.90169382],[0.85348017],[0.57525664],[0.95986105],[1.28756099],[0.62397493],[0.53263483],[0.99509357],[0.94059913],[0.87923282],[1.25210694],[0.631104],[0.839937],[1.90111002],[1.18054135],[1.72282528],[0.73974613],[1.19655913],[0.32523516],[1.01666641],[1.04211653],[1.28052312],[0.79703604],[1.5769643],[0.76695599],[1.05427744],[1.20203348],[1.55452364],[0.84683714],[0.99928436],[1.57134367],[1.06042865],[0.58518416],[0.57870721],[1.10008805],[1.4795702],[1.00548998],[1.21757295],[1.21507811],[1.15691025],[1.06909204],[1.11228884],[0.9618399],[0.86115806],[1.0244148],[1.93659306],[0.77307589],[1.44590291],[1.13689935],[1.53428451],[1.20970822],[0.81987916],[0.40674674],[1.21785724],[1.10759468],[0.48516165],[0.97138465],[1.51582444],[0.52231745],[0.86461797],[1.00796987],[0.72054994],[0.81351932],[0.93381986],[0.81897518],[1.11828396],[1.22709583],[0.97623447],[1.09714513],[1.48754736],[1.34059432],[1.10399175],[0.74496513],[1.33014896],[1.08504353],[1.01851695],[1.446711],[1.08604886],[0.43863563],[1.15409012],[1.0862471],[0.61382619],[1.15383431],[1.03367797],[0.43564969],[0.74854386],[1.44797201],[1.19775404],[1.47992635],[0.4611217],[1.11653307],[0.7402096],[0.83167663],[0.24371465],[1.37060059],[0.69004883],[1.24759551],[0.41238597],[0.6955898],[0.9976109],[1.4191413],[0.59570659],[0.90470432],[1.90745197],[0.63358147],[1.04106783],[1.31684448],[1.04190804],[0.63866326],[1.66457571],[1.28680643],[1.19299466],[0.61016714],[1.46105973],[1.27424437],[0.4594992],[1.25361061],[0.8343875],[0.95165558],[0.70620196],[0.95479651],[1.2840919],[0.89993187],[1.45461079],[1.46568412],[0.91638435],[0.73916915],[1.23082059],[0.59054695],[1.10527427],[1.00828845],[0.60139558],[1.46198853],[1.53308981],[1.74798168],[1.45382959],[0.57300095],[1.65667663],[1.19402416],[0.57638165],[1.20901975],[0.92732859],[1.25261059],[1.21631503],[0.81344126],[1.08653094],[1.03944704],[0.95054481],[1.08793111],[0.64989699],[0.71900922],[0.61746079],[0.36385817],[0.30611849],[0.7610208],[0.86927916],[0.90003773],[0.86365426],[1.30018338],[1.1881194],[1.32867798],[1.64247606],[1.42878266],[0.83032457],[1.05073251],[1.00847743],[1.64788246],[0.86184623],[0.67778349],[1.5456549],[0.80949718],[2.01279348],[0.60711422],[0.64710951],[1.80051613],[0.68484929],[0.6360749],[1.038755],[1.07138371],[0.48162736],[1.10691309],[0.59702756],[0.72276748],[0.51635466],[1.33209559],[0.42975355],[0.55712027],[1.40226949],[1.14752132],[1.26133387],[1.12295374],[0.58273546],[1.10460186],[1.13394064],[0.47311966],[0.88442558],[0.89211064],[1.34917838],[0.67050541],[1.4248017],[0.52550254],[1.67149824],[1.2886057],[1.21593015],[1.51108991],[1.1412171],[1.22878973],[1.14187754],[0.96010279],[1.65396304],[1.31505786],[1.30351144],[1.24697614],[0.70279724],[1.16171653],[0.8723676],[0.86417351],[1.33657727],[0.66181508],[1.11780404],[1.11964032],[1.06775157],[0.88156336],[0.87109545],[0.79440846],[0.56579535],[1.59952523],[1.14959019],[1.09565504],[0.42894492],[1.37903103],[1.00373752],[0.88414677],[0.72933502],[1.49492636],[1.32922551],[0.56315377],[0.51936973],[1.26338292],[1.74896294],[0.9399454],[1.24024682],[0.33956504],[0.72790189],[1.0309597],[0.97745902],[0.66118435],[1.26705716],[1.21156932],[1.48037232],[1.15882077],[0.41444982],[1.16590594],[0.79399859],[0.93219605],[1.2915995],[1.98323535],[1.34053291],[1.1219914],[1.03788837],[0.80458383],[2.04649577],[0.79117254],[1.12261167],[0.51721743],[1.14252621],[1.27519402],[0.63436937],[1.4631725],[0.94306304],[1.33501862],[1.35705396],[0.87088591],[0.96746026],[0.71749911],[1.91464565],[1.34356695],[1.00299068],[1.3107658],[1.59768933],[1.18069212],[0.97674292],[0.72850535],[0.89289053],[1.25667236],[1.14456556],[0.31009913],[1.09609336],[0.6085151],[0.78531023],[1.05334356],[0.87887043],[0.55851969],[1.06996974],[1.16197732],[0.97651911],[0.676947],[1.04603728],[0.58525068],[1.03140744],[0.83122334],[0.65533849],[1.46645359],[1.37652368],[0.69305268],[0.93784179],[1.31227612],[1.0457751],[0.78957041],[1.1458105],[1.2150061],[1.32733033],[0.6656793]
2020-10-16,[0.88455777],[1.49110669],[0.74318954],[1.30251412],[0.61780529],[0.6773454],[0.94748587],[1.17557558],[0.8948953],[0.96584708],[1.1074399],[0.83325297],[0.92218717],[1.18748581],[0.53590054],[0.38063283],[0.65940399],[0.86824929],[1.53661797],[0.91015552],[0.59683213],[0.72509957],[1.84251714],[1.11732168],[1.34692563],[0.71961785],[1.27951661],[0.89975995],[1.03601949],[1.11459639],[0.7615847],[1.36661956],[0.80437643],[1.22139957],[1.19119531],[0.60340864],[1.08751939],[1.44172157],[0.9959717],[1.18925479],[1.3334632],[0.74663514],[0.28143652],[0.58283655],[0.8420645],[1.21868135],[1.18171544],[0.66908786],[0.53528628],[1.27979383],[0.63248912],[1.79354882],[1.14142223],[0.9198888],[0.59510547],[2.11800148],[0.85419585],[0.42795049],[1.2522708],[1.03556509],[1.02328791],[0.76746926],[1.03455257],[1.10336692],[1.30376262],[0.9872992],[0.75142693],[0.91727607],[0.84183052],[0.95437471],[1.11547517],[0.85472694],[1.00998101],[0.72089992],[0.84559633],[1.10150014],[0.90462897],[0.19640202],[0.86563999],[1.08944727],[1.14582516],[1.11131908],[1.26949952],[1.17458193],[0.5223566],[0.86717823],[0.75904055],[1.00809895],[0.99980717],[0.61520846],[0.28415402],[1.4938005],[0.73905941],[0.52307871],[0.45417434],[1.0032727],[0.55144344],[1.13027382],[0.62615262],[1.6006254],[0.78608378],[1.48729112],[0.53298429],[0.65059601],[0.88853774],[0.66820635],[0.99551775],[0.89939404],[0.91188687],[1.28055038],[0.88611018],[1.20694508],[0.67205803],[1.06468841],[0.54302019],[1.1790074],[0.3624645],[1.42840082],[1.57564863],[0.84258989],[1.64663444],[0.69810006],[0.16681186],[1.07256572],[0.62331895],[0.67080472],[0.79645292],[0.6050288],[1.05215766],[-0.21855146],[0.90011795],[0.62490779],[0.52694788],[1.0687809],[2.30921849],[2.25781363],[1.19070984],[0.71258497],[0.523602],[1.14932077],[0.45037529],[1.08182342],[0.72059624],[0.52985555],[0.81515032],[0.94605521],[1.29437545],[1.19842964],[1.97279063],[1.64529298],[1.054626],[0.85433783],[0.89384795],[0.93321761],[0.58049498],[0.94893876],[1.28905788],[0.63190147],[0.53905155],[0.99168784],[0.93442248],[0.89045628],[1.23256892],[0.62358392],[0.8581226],[1.90396125],[1.18280455],[1.70887695],[0.72781271],[1.19836069],[0.33333911],[1.02155867],[1.04485509],[1.28209586],[0.80151858],[1.58095324],[0.7605095],[1.05724168],[1.19411048],[1.57271366],[0.85583946],[1.00022864],[1.56928602],[1.08100975],[0.58373115],[0.58523629],[1.15341785],[1.48831008],[1.01852028],[1.2255226],[1.19132464],[1.1354464],[1.06615675],[1.10320302],[0.95644336],[0.85357291],[1.02674886],[1.98448236],[0.7807023],[1.49272944],[1.17252585],[1.53017175],[1.22150119],[0.83099404],[0.40296817],[1.21532974],[1.1072165],[0.50107408],[0.98249648],[1.5115682],[0.57050331],[0.85706001],[1.00278112],[0.72159799],[0.80476839],[0.94215703],[0.82278731],[1.11292659],[1.20472513],[0.97203746],[1.08637031],[1.48800492],[1.36514519],[1.09288388],[0.74841961],[1.33915164],[1.09647185],[1.0251759],[1.46165535],[1.09269074],[0.44490807],[1.16266259],[1.08172321],[0.61362009],[1.15996778],[1.03994181],[0.44899693],[0.74990534],[1.48321607],[1.1886906],[1.47932803],[0.48001255],[1.10124908],[0.74239964],[0.8310564],[0.24401923],[1.38484695],[0.68680244],[1.2404382],[0.40575832],[0.69456689],[1.00298827],[1.41302152],[0.58323197],[0.89488902],[1.91662806],[0.64592185],[1.03094668],[1.30800818],[1.0292133],[0.60764766],[1.67568947],[1.27349343],[1.18743176],[0.61007146],[1.44859366],[1.2660761],[0.45519217],[1.23482662],[0.83970175],[0.94092898],[0.71377661],[0.94716121],[1.29141041],[0.87739456],[1.43441735],[1.4645737],[0.92836066],[0.71414781],[1.22986589],[0.59078735],[1.11070783],[1.00348604],[0.60924892],[1.46328864],[1.54415408],[1.76448981],[1.44478626],[0.56664512],[1.66713086],[1.19049572],[0.56754968],[1.17744717],[0.94663555],[1.27103956],[1.19829532],[0.81573196],[1.10710348],[1.02729125],[0.93792505],[1.10567385],[0.65086332],[0.72646277],[0.5999184],[0.36866965],[0.29970888],[0.75591532],[0.84977492],[0.89552133],[0.85636443],[1.29890951],[1.21088536],[1.33829391],[1.62204464],[1.43232407],[0.85126515],[1.04579089],[1.00237418],[1.63784292],[0.84832886],[0.67161179],[1.53914273],[0.83385397],[1.99563193],[0.60523567],[0.64436983],[1.8115533],[0.68350988],[0.64563414],[1.03345266],[1.08204519],[0.47941325],[1.10582576],[0.59190852],[0.73137602],[0.51190744],[1.33976028],[0.43476074],[0.5456656],[1.40215825],[1.19041984],[1.2575344],[1.13162364],[0.58746825],[1.11226366],[1.13287776],[0.46827234],[0.87947621],[0.89011994],[1.34546854],[0.66390718],[1.43244492],[0.51974128],[1.68332393],[1.29115727],[1.21982649],[1.50550577],[1.11508028],[1.2165288],[1.1309042],[0.95302794],[1.67738796],[1.32436972],[1.30496228],[1.2556803],[0.70130439],[1.16238116],[0.87442254],[0.87048052],[1.33235177],[0.66503965],[1.11406556],[1.12240197],[1.05054583],[0.89119988],[0.88035477],[0.78560423],[0.57390512],[1.62195861],[1.16919918],[1.08731691],[0.42620703],[1.380951],[0.98886828],[0.88433993],[0.73029119],[1.4937167],[1.34746993],[0.57335261],[0.51901598],[1.26701072],[1.74870897],[0.94250198],[1.2380452],[0.33510154],[0.74859077],[1.01873911],[0.94321179],[0.65668266],[1.28345833],[1.18616288],[1.50185193],[1.16209953],[0.40740892],[1.17019296],[0.79423411],[0.93174594],[1.30248388],[1.99192918],[1.35989519],[1.1124962],[1.01784093],[0.80686049],[2.01043065],[0.80312518],[1.11797173],[0.50426497],[1.12322859],[1.2859925],[0.62560253],[1.50864731],[0.93140092],[1.35095696],[1.36007934],[0.86193435],[0.94880386],[0.71124704],[1.92179036],[1.35942414],[1.00066345],[1.32133095],[1.61941437],[1.18312897],[0.97643794],[0.73050278],[0.87927815],[1.25466016],[1.12548722],[0.31237267],[1.102169],[0.62203157],[0.78272415],[1.06692608],[0.92516521],[0.56115345],[1.06866664],[1.17134067],[1.04251126],[0.67695415],[1.04645827],[0.58000064],[1.04323319],[0.85421813],[0.65561691],[1.48103251],[1.36065113],[0.69245904],[0.94685625],[1.31476583],[1.04898218],[0.78628333],[1.14753454],[1.2135444],[1.3516224],[0.66067036]
2020-10-19,[0.8650165],[1.38590942],[0.73909673],[1.3262007],[0.64167995],[0.69403575],[0.93513765],[1.20230074],[0.90264727],[0.97123264],[1.09456909],[0.77682538],[0.93744929],[1.12847832],[0.52816754],[0.36722854],[0.62392407],[0.8820321],[1.4798004],[0.91127925],[0.61628664],[0.72043104],[1.79190759],[1.15159484],[1.24058096],[0.72243035],[1.22386831],[0.91224255],[1.2154873],[1.12832238],[0.77031586],[1.32367184],[0.80112597],[1.23966761],[1.22915918],[0.62630649],[1.07224691],[1.45209614],[0.98926022],[1.18331672],[1.25803845],[0.77530807],[0.26901629],[0.58478575],[0.86449863],[1.18728184],[1.14349246],[0.66438625],[0.53606565],[1.28195537],[0.64720731],[1.71639193],[1.14788083],[0.9020365],[0.58891303],[2.06197305],[0.80730028],[0.40197642],[1.23299691],[0.99314799],[1.0676033],[0.74316731],[1.07076338],[1.09010225],[1.23765298],[1.03024032],[0.71031041],[0.92758327],[0.87350013],[0.96984495],[1.06802476],[0.86671956],[0.97869977],[0.72010263],[0.85817299],[1.09371222],[0.91656517],[0.22625888],[0.87444676],[1.03756297],[1.15203077],[1.07217934],[1.26999864],[1.17417202],[0.52519754],[0.85671061],[0.80363622],[1.07334709],[0.99992796],[0.63179004],[0.29900405],[1.47438843],[0.8051138],[0.57458485],[0.45905594],[0.98159711],[0.54495215],[1.10469898],[0.5870872],[1.61165194],[0.79814439],[1.50711204],[0.55741735],[0.63881733],[0.89752097],[0.67397604],[1.0139026],[0.91137775],[0.90860037],[1.32180152],[0.88882881],[1.21842038],[0.64296652],[1.06720034],[0.54965948],[1.17854531],[0.36394698],[1.34782786],[1.53814668],[0.83274716],[1.65383411],[0.71957862],[0.12499797],[1.08069974],[0.62506097],[0.69677256],[0.82000365],[0.59072622],[1.04365438],[-0.16468963],[0.96930246],[0.6248166],[0.50457899],[1.06210593],[2.23212342],[2.24698485],[1.19959064],[0.72575587],[0.57473847],[1.14486546],[0.45603504],[1.06091512],[0.74182833],[0.49373251],[0.79794261],[0.95752176],[1.27497272],[1.15946682],[1.79530146],[1.66905655],[1.06644933],[0.85183797],[0.90837003],[0.90585894],[0.5636687],[0.94110946],[1.27702108],[0.628916],[0.52626762],[1.0098713],[0.89518026],[0.88011148],[1.13206772],[0.60951002],[0.84214476],[1.92955576],[1.18704783],[1.64074974],[0.74350552],[1.18099055],[0.40086396],[0.97356241],[1.05481227],[1.25136701],[0.83701196],[1.55983257],[0.81053867],[1.04005099],[1.17355535],[1.5422408],[0.8618986],[1.02178473],[1.48822031],[1.0558287],[0.59134525],[0.59610154],[1.13119678],[1.4644501],[0.97627517],[1.15730468],[1.21012564],[1.15206097],[1.04168771],[1.1243354],[0.92288411],[0.82229949],[1.06084109],[1.92337956],[0.75793356],[1.46919837],[1.13554494],[1.55559137],[1.18763244],[0.79267955],[0.38352419],[1.19468267],[1.09288928],[0.50409829],[0.94412552],[1.50221323],[0.58790075],[0.84177752],[0.9629113],[0.77494385],[0.80298169],[0.93206286],[0.83788884],[1.0980662],[1.21765561],[0.74723253],[1.08602634],[1.42447789],[1.39502409],[1.03930568],[0.72896814],[1.33356534],[1.16202466],[1.04984958],[1.41797874],[1.09084887],[0.50576399],[1.14568242],[1.09466634],[0.64709423],[1.1571037],[1.03983498],[0.45253751],[0.77373629],[1.44837831],[1.13597019],[1.36756175],[0.50651399],[1.07231892],[0.75839626],[0.82810416],[0.23677617],[1.38697211],[0.7093986],[1.26213294],[0.3806758],[0.70510213],[0.99334717],[1.39250685],[0.60593825],[0.87783661],[1.84035703],[0.62929466],[1.04015842],[1.24575501],[0.9509661],[0.59789074],[1.61224892],[1.25958599],[1.19617785],[0.62475637],[1.48310854],[1.28992436],[0.48691537],[1.1600768],[0.87110324],[0.95346216],[0.72519571],[0.95311827],[1.25087619],[0.88535963],[1.43815663],[1.52807514],[0.90728122],[0.67767721],[1.21358143],[0.61088442],[1.09807389],[0.99287684],[0.61625373],[1.46730211],[1.51796696],[1.78855368],[1.42258235],[0.57193388],[1.64903156],[1.18580435],[0.56866242],[1.19520113],[0.9108041],[1.28145693],[1.13424483],[0.79180458],[0.96495041],[0.95274416],[0.92513902],[1.06067852],[0.67838758],[0.75454674],[0.58828654],[0.34942439],[0.30889653],[0.76812758],[0.82551575],[0.91624108],[0.88998357],[1.17343448],[1.20980494],[1.31968182],[1.63769036],[1.48008564],[0.88727254],[1.05753105],[1.02180336],[1.57034887],[0.89684112],[0.68664364],[1.53114316],[0.88742423],[1.89729168],[0.61238413],[0.62776321],[1.79861358],[0.68137492],[0.68477838],[1.04177335],[1.00866038],[0.38229209],[1.10073044],[0.56562357],[0.73587367],[0.48359946],[1.30498046],[0.46532635],[0.53909941],[1.36533641],[1.25692352],[1.26013434],[1.13393131],[0.62183496],[1.10349202],[1.12817229],[0.41628385],[0.82649354],[0.91801321],[1.35391261],[0.70911728],[1.39680604],[0.51799819],[1.69841613],[1.25453316],[1.17966453],[1.53085166],[1.08844994],[1.14698846],[1.11421522],[0.95428751],[1.63678188],[1.31300589],[1.29717713],[1.22423792],[0.68494349],[1.171701],[0.87052009],[0.88138149],[1.3810801],[0.67421286],[1.06889657],[1.10550259],[1.04985757],[0.88078546],[0.85879396],[0.81316569],[0.61155427],[1.56085493],[1.17814565],[1.05305318],[0.41306811],[1.34934011],[1.01067169],[0.84204428],[0.73136406],[1.4766482],[1.38662416],[0.47805898],[0.5178389],[1.27014057],[1.69511894],[0.96830888],[1.25524644],[0.35247041],[0.7689316],[0.99834374],[0.86068978],[0.63054155],[1.28643089],[1.11096224],[1.45166109],[1.14246518],[0.4259861],[1.1895312],[0.79915546],[0.95469334],[1.16558134],[1.9858065],[1.30420498],[1.12291956],[1.01130691],[0.81869212],[1.93681236],[0.83308794],[1.14040995],[0.56136742],[1.13213978],[1.28903489],[0.61628417],[1.3440495],[0.95982833],[1.36770308],[1.37596305],[0.87040409],[0.97779974],[0.73280932],[1.91459262],[1.32826755],[0.99572113],[1.38784401],[1.61826259],[1.16000168],[0.99152288],[0.77189338],[0.79139774],[1.29329971],[1.12473495],[0.35427606],[1.11572116],[0.5979243],[0.78789211],[1.11239061],[0.61128189],[0.57060501],[1.10248813],[1.15865711],[1.04165232],[0.69576959],[1.00114141],[0.59012571],[1.03125329],[0.88200005],[0.67873379],[1.43940708],[1.35733229],[0.71454844],[0.95229843],[1.31253684],[1.04286715],[0.79635889],[1.20616117],[1.16299154],[1.36584809],[0.69755311]
