Date,PrEP,EP2,EP3,EP4,EP5,EP6,EP7,EP8,EP9,EP10,EP11,EP12,EP13,EP14,EP15
2020-07-22,0.013461693233729477,0.015204921863692489,0.05326427257630173,-1.0922435177750274,0.010793274848120316,-0.042502994384757575,0.05035638589572544,0.18314923795611104,-0.11167126706659347,-0.24033506454511588,0.8445328908049297,0.06416549539413263,0.10143301292633855,0.06951100842142433,0.14055886183486277
2020-07-23,-0.003870717937944912,-0.008451355880886857,0.04161595544825114,11.618541724935655,0.01582557944551377,-0.0006256725642729277,-0.011131062484079801,-0.018320323592123988,-0.005635552042412839,-0.17516350378385204,-0.049693219594492244,0.0015595703241721992,-0.009008541219198363,-0.016727617047341603,0.02392368908370357
2020-07-24,-0.0055598839198044425,-0.0043232360284714,0.012663397457401526,0.495177565720605,-0.002816314324388114,-0.019999593625863676,0.013645307820225883,0.05276576677923739,0.08981063032276504,0.03145513682784973,0.2430934961999056,0.03688143231368235,0.01047771297456479,-0.0011097053217666852,0.01938005832570666
2020-07-27,0.005186909803366113,0.016968306499186125,-0.04910359120666685,0.1453727049741529,-0.034149464187602674,-0.019975606802018264,0.008642542144475573,0.020955981505383248,-0.04265415648913429,-0.3738831357160378,0.0724829782714469,0.011954240135820582,0.0035315408274620985,0.027221810318764694,0.05539603154888706
2020-07-28,-0.009008362684960303,-0.011973889450125674,0.0650635569432898,-0.3219381328687658,-0.05158647150477924,0.003879901738520486,-0.015055760840645638,-0.019084388553154197,-0.04208747231640042,0.4577504754621027,0.02819739867823845,-0.028678589484645634,-0.05312815962144346,-0.04119934445056128,-0.03646439977949523
2020-07-29,0.016854920529183248,0.017259435086424357,-0.009100730360067977,0.12192216872760198,0.08396204735023938,0.019250700513103958,0.02940874339842514,0.06135780126238388,0.06734865280097635,-0.25475560807790065,0.4780067715774907,0.06860325625849795,0.05032924672920536,0.030665753698930764,0.018761133706738153
2020-07-30,-0.0068977891395363145,0.0016080158903144515,0.0012445394020945688,0.0860716827826824,-0.012577893779794458,-0.014923340059167733,-0.006234248717393975,0.029216276028455113,-0.005677581925363051,0.39842421387744076,0.26848033545490924,0.002257558000735127,-0.0007387888462478953,-0.04612120044786738,0.014561836524604965
2020-07-31,-0.002558433191566123,0.0057888624805058075,-0.006956561607894707,-0.13353217571223241,-0.025591811768396866,-0.012454970491700745,-0.01007381498995985,0.0017219643388171058,0.11865502766211367,0.10426387166527173,0.0177149118672959,-0.011375941799235512,-0.003984455499796646,0.042950449319280715,-0.013888906119597033
2020-08-03,0.0014379550541936403,0.004070991452731265,-0.04400072770263963,0.05459109118324723,-0.02631014070862503,0.02787370801548028,-0.007515614783590863,-0.03956851560443764,-0.08844460085693051,0.031292475286135435,-0.029306713157077113,-0.005056470331340268,-0.002539611984798129,-0.01638182007799671,0.0021079183652874534
2020-08-04,0.001976543947171061,0.0023987886927321345,0.0033029661686225786,-0.05201415523146924,-0.04178034837635125,-0.03843465533249679,-0.0023738907334425186,0.025507766904876883,0.06775239445767034,0.10890453850251802,-0.0532986495168587,0.001995552423138758,-0.01946106291772376,-0.03399210307389655,-0.02212675143839804
2020-08-05,0.009472992007525605,0.00042314329375781057,-0.048571817543760054,-0.0909396900741799,0.1467606016111631,0.029363546434585608,0.007252948920117186,-0.011744514081778457,-0.01140866611246194,-0.024926539049245244,-0.15160141422218776,0.001393862680330038,0.0011294441909019959,0.05947089302958308,-0.05869254212038466
2020-08-06,0.0010783359318919938,0.0021316300260132426,-0.005787647451237055,-0.4653589672540477,0.025934799430965993,-0.03270406821038607,0.016325496265561457,0.03448975459608028,0.10510548743875403,0.25680086477648056,0.01912963659304312,0.008219271102590353,0.007001693702175293,-0.029714730810952106,-0.007822161162318486
2020-08-07,0.008274214190070683,-0.002166171297182329,0.06004348847284935,1.3631968292761907,0.06935081059115866,0.01928012435416071,0.0012298705822566536,0.014631585332462116,-0.015252221826135948,0.1200303995157328,0.09896207479261498,-0.013885748648768126,0.0075725080234598785,-0.012006582147518041,-0.011876357083349554
2020-08-10,0.00765973025229405,-0.008697949067384192,0.01278136068192004,0.611197180508575,0.03497986549605625,-0.02575173890662452,0.011926185988844873,0.02323606169823611,-0.03772190502699879,-0.024324987774012596,-0.19721215769316558,-0.015009686902629493,0.009434452243623825,-0.03618612344370542,0.0006940015832106461
2020-08-11,0.0012012152330633796,-0.011788538626232303,-0.019680310688232394,0.20445173558396101,0.10129001364226431,0.00408475094019245,0.012453417196956584,-0.0077749761346332935,0.0070792436109297086,-0.00975401628323036,-0.17482207002920147,-0.015200005584105614,0.02607944394462902,0.005662375841075651,0.011347376156121358
2020-08-12,0.00838488658414449,0.019877412989673715,-0.0034423230818012573,0.015796411792229348,-0.03403593387088877,0.006266311175920247,0.008925633565123325,0.028344147960213117,-0.012216484909867154,-0.07390038147992928,0.1869658641811578,0.03224665290897821,0.013021876854764747,-0.010389879840948413,0.038031426585710015
2020-08-13,-0.0027733927872560793,0.005023950265722776,-0.024165466808726888,-0.12316780998089427,0.0002285783194062585,0.0010144710293673587,0.0017370788329480469,0.0008785510317117495,0.04643536768867862,0.031444188592152145,-0.04156344108631138,0.02748870839101114,0.004962054052302989,0.042509133898622986,-0.0033171967366810717
2020-08-14,0.000695250741377329,-0.004420071286701521,0.012974289995169697,0.19356676195228384,-0.012871038419487446,0.0007227092541495228,0.004195854599446491,0.006363429401209819,-0.0232835195538722,0.07398992443855512,0.1258817511368755,-0.006045405627153166,0.0007384566467909526,-0.03488680546147116,-0.0040468914542727275
