Date,Close
2015-01-02 00:00:00-05:00,24.531763076782227
2015-01-05 00:00:00-05:00,23.84066390991211
2015-01-06 00:00:00-05:00,23.842910766601562
2015-01-07 00:00:00-05:00,24.17723846435547
2015-01-08 00:00:00-05:00,25.10618019104004
2015-01-09 00:00:00-05:00,25.13311195373535
2015-01-12 00:00:00-05:00,24.51381492614746
2015-01-13 00:00:00-05:00,24.731468200683594
2015-01-14 00:00:00-05:00,24.637229919433594
2015-01-15 00:00:00-05:00,23.968564987182617
2015-01-16 00:00:00-05:00,23.782320022583008
2015-01-20 00:00:00-05:00,24.394893646240234
2015-01-21 00:00:00-05:00,24.581130981445312
2015-01-22 00:00:00-05:00,25.220619201660156
2015-01-23 00:00:00-05:00,25.35076332092285
2015-01-26 00:00:00-05:00,25.377687454223633
2015-01-27 00:00:00-05:00,24.489133834838867
2015-01-28 00:00:00-05:00,25.873573303222656
2015-01-29 00:00:00-05:00,26.679107666015625
2015-01-30 00:00:00-05:00,26.288677215576172
2015-02-02 00:00:00-05:00,26.61852264404297
2015-02-03 00:00:00-05:00,26.62301254272461
2015-02-04 00:00:00-05:00,26.827199935913086
2015-02-05 00:00:00-05:00,27.018678665161133
2015-02-06 00:00:00-05:00,26.791154861450195
2015-02-09 00:00:00-05:00,26.969118118286133
2015-02-10 00:00:00-05:00,27.487232208251953
2015-02-11 00:00:00-05:00,28.131500244140625
2015-02-12 00:00:00-05:00,28.487430572509766
2015-02-13 00:00:00-05:00,28.627092361450195
2015-02-17 00:00:00-05:00,28.79604148864746
2015-02-18 00:00:00-05:00,28.996536254882812
2015-02-19 00:00:00-05:00,28.935712814331055
2015-02-20 00:00:00-05:00,29.1722469329834
2015-02-23 00:00:00-05:00,29.960683822631836
2015-02-24 00:00:00-05:00,29.773706436157227
2015-02-25 00:00:00-05:00,29.012300491333008
2015-02-26 00:00:00-05:00,29.379487991333008
2015-02-27 00:00:00-05:00,28.93796730041504
2015-03-02 00:00:00-05:00,29.079877853393555
2015-03-03 00:00:00-05:00,29.140708923339844
2015-03-04 00:00:00-05:00,28.95598602294922
2015-03-05 00:00:00-05:00,28.476163864135742
2015-03-06 00:00:00-05:00,28.518970489501953
2015-03-09 00:00:00-04:00,28.64061164855957
2015-03-10 00:00:00-04:00,28.048152923583984
2015-03-11 00:00:00-04:00,27.53679084777832
2015-03-12 00:00:00-04:00,28.034637451171875
2015-03-13 00:00:00-04:00,27.84090232849121
2015-03-16 00:00:00-04:00,28.147268295288086
2015-03-17 00:00:00-04:00,28.618085861206055
2015-03-18 00:00:00-04:00,28.940216064453125
2015-03-19 00:00:00-04:00,28.721708297729492
2015-03-20 00:00:00-04:00,28.361276626586914
2015-03-23 00:00:00-04:00,28.6563777923584
2015-03-24 00:00:00-04:00,28.539236068725586
2015-03-25 00:00:00-04:00,27.79360008239746
2015-03-26 00:00:00-04:00,27.987333297729492
2015-03-27 00:00:00-04:00,27.76431655883789
2015-03-30 00:00:00-04:00,28.467159271240234
2015-03-31 00:00:00-04:00,28.03013801574707
2015-04-01 00:00:00-04:00,27.989585876464844
2015-04-02 00:00:00-04:00,28.230623245239258
2015-04-06 00:00:00-04:00,28.68791389465332
2015-04-07 00:00:00-04:00,28.386056900024414
2015-04-08 00:00:00-04:00,28.293699264526367
2015-04-09 00:00:00-04:00,28.50995445251465
2015-04-10 00:00:00-04:00,28.631601333618164
2015-04-13 00:00:00-04:00,28.57528305053711
2015-04-14 00:00:00-04:00,28.451383590698242
2015-04-15 00:00:00-04:00,28.559513092041016
2015-04-16 00:00:00-04:00,28.422100067138672
2015-04-17 00:00:00-04:00,28.102218627929688
2015-04-20 00:00:00-04:00,28.744234085083008
2015-04-21 00:00:00-04:00,28.588802337646484
2015-04-22 00:00:00-04:00,28.97400665283203
2015-04-23 00:00:00-04:00,29.210538864135742
2015-04-24 00:00:00-04:00,29.347957611083984
2015-04-27 00:00:00-04:00,29.881832122802734
2015-04-28 00:00:00-04:00,29.411026000976562
2015-04-29 00:00:00-04:00,28.978511810302734
2015-04-30 00:00:00-04:00,28.19232749938965
2015-05-01 00:00:00-04:00,29.0483455657959
2015-05-04 00:00:00-04:00,28.992027282714844
2015-05-05 00:00:00-04:00,28.338748931884766
2015-05-06 00:00:00-04:00,28.160789489746094
2015-05-07 00:00:00-04:00,28.334972381591797
2015-05-08 00:00:00-04:00,28.868825912475586
2015-05-11 00:00:00-04:00,28.574748992919922
2015-05-12 00:00:00-04:00,28.47295570373535
2015-05-13 00:00:00-04:00,28.50462532043457
2015-05-14 00:00:00-04:00,29.1696834564209
2015-05-15 00:00:00-04:00,29.128965377807617
2015-05-18 00:00:00-04:00,29.45018196105957
2015-05-19 00:00:00-04:00,29.42304229736328
2015-05-20 00:00:00-04:00,29.420774459838867
2015-05-21 00:00:00-04:00,29.72163200378418
2015-05-22 00:00:00-04:00,29.981765747070312
2015-05-26 00:00:00-04:00,29.321243286132812
2015-05-27 00:00:00-04:00,29.868667602539062
2015-05-28 00:00:00-04:00,29.80984878540039
2015-05-29 00:00:00-04:00,29.470544815063477
2015-06-01 00:00:00-04:00,29.52935028076172
2015-06-02 00:00:00-04:00,29.398151397705078
2015-06-03 00:00:00-04:00,29.434343338012695
2015-06-04 00:00:00-04:00,29.26243019104004
2015-06-05 00:00:00-04:00,29.101825714111328
2015-06-08 00:00:00-04:00,28.909542083740234
2015-06-09 00:00:00-04:00,28.823579788208008
2015-06-10 00:00:00-04:00,29.15384864807129
2015-06-11 00:00:00-04:00,29.088245391845703
2015-06-12 00:00:00-04:00,28.767032623291016
2015-06-15 00:00:00-04:00,28.71047592163086
2015-06-16 00:00:00-04:00,28.864299774169922
2015-06-17 00:00:00-04:00,28.796438217163086
2015-06-18 00:00:00-04:00,28.927637100219727
